-0.342604891,0.206257253,0.981875639
0.327800604,0.213400955,-0.984412387
0.147606996,0.596104826,-0.862867315
0.878603877,0.097929350,-0.288633021
-0.000051635,0.729451631,0.005443777
-0.613269193,0.394782728,0.528841805
-0.830498553,0.712328012,0.165177036
-0.783241015,0.401386206,0.299577865
0.709692999,0.473962317,-0.363237284
0.783981674,0.749962091,-0.202669421
0.789115524,0.149758829,-0.439603441
-0.810230480,0.096106678,0.445141738
0.700823159,0.626025781,-0.315467151
-0.006513782,0.183730811,0.049409226
0.330093532,0.328936345,-0.909857280
0.400671740,0.462734009,-0.728538122
0.014192735,0.772285789,-0.775548545
-0.773783597,0.574032993,0.253226256
-0.575253600,0.789648547,0.380812912
-0.021192531,0.959373613,0.716111278
-0.602407683,0.935237992,0.316330266
0.571742370,0.482384867,-0.523263150
0.595714722,0.596677971,-0.436492513
0.294730022,0.888869317,-0.573631680
-0.825986209,0.814888912,0.154341072
-0.224551918,0.336012879,0.974438515
0.938650865,0.764319072,-0.057413266
-0.027483236,0.427270693,0.949137353
0.717304921,0.111605980,-0.620143604
0.395995638,0.771805346,-0.544320085
0.568473121,0.332949521,-0.634890711
0.563614447,0.241808735,-0.726763871
-0.261614894,0.422401225,0.895336146
0.078678969,0.135856846,-0.407007539
-0.176799179,0.030282649,0.572299940
0.464323380,0.830763358,-0.461080163
-0.686029810,0.691558623,0.309811595
0.610095868,0.952918623,-0.306061198
0.653202069,0.428660096,-0.456496834
0.911408546,0.945545341,-0.070893898
0.006986260,0.738239746,-0.583773632
0.786291569,0.477578248,-0.267819812
0.691193858,0.689474452,-0.305412656
-0.391543914,0.751593134,0.557860717
0.134301093,0.118214444,-0.597424663
-0.206377190,0.099316553,0.773473652
-0.045282770,0.432827232,0.971602396
-0.144898858,0.581122332,0.875130579
-0.716887746,0.907742775,0.231176072
0.349695851,0.804354477,-0.568225706
0.753922341,0.578320844,-0.273832448
-0.873585380,0.698797615,0.125160169
0.131149123,0.806399789,-0.742860448
0.061104900,0.794449450,-0.802464220
0.944319557,0.359521523,-0.082983677
-0.625059264,0.398174311,0.511343274
0.480794981,0.442875196,-0.655314901
0.167922208,0.149716964,-0.771446730
0.429634671,0.293277458,-0.843223305
-0.587826635,0.841172999,0.353742904
0.122384360,0.485429006,-0.950986423
0.757765154,0.110851690,-0.540920588
0.372693456,0.338303352,-0.862228237
-0.616721475,0.664310731,0.386913423
-0.260638293,0.340102083,0.953705529
0.842987754,0.217340440,-0.290921607
0.023129950,0.052572409,-0.087481789
-0.639600627,0.860413610,0.305010091
0.549570342,0.553425361,-0.507150280
-0.527338548,0.554282728,0.530514562
-0.926921600,0.700214013,0.072581962
0.411826293,0.637282322,-0.599832609
0.211543500,0.099293447,-0.785852063
-0.481828659,0.569915365,0.569355336
-0.201045145,0.962501835,0.611242093
0.805116179,0.172887428,-0.389759166
0.170925126,0.684442200,-0.785303565
-0.690567513,0.323839908,0.471726535
0.410243909,0.877041608,-0.487394025
-0.300688965,0.254607089,0.978158481
0.611404805,0.579883719,-0.427566682
-0.044481999,0.270781020,0.570105077
-0.811949138,0.046817936,0.494798521
0.151943343,0.209643657,-0.850773878
0.903512659,0.131028595,-0.213992899
-0.091031302,0.400980209,0.979808708
-0.508608197,0.733830382,0.461414597
0.273039048,0.712212224,-0.682199383
-0.792663706,0.361578811,0.303109569
0.037682841,0.431117875,-0.965391592
-0.872826632,0.212385808,0.238753475
0.845546832,0.182815541,-0.305302437
0.668899432,0.802808930,-0.294687529
-0.206541862,0.468776509,0.905517564
0.615603435,0.669845146,-0.385912310
0.640193099,0.742140791,-0.337713534
0.363415811,0.888195660,-0.520146332
0.613333553,0.198318926,-0.699617973
0.471626123,0.111480444,-0.964963735
-0.140873143,0.402946774,0.978483879
-0.565880621,0.911630802,0.351409749
-0.769924311,0.034605450,0.609854509
-0.336450473,0.961300035,0.511912498
-0.447079256,0.810852610,0.483499856
-0.621084090,0.581195654,0.416640915
0.870977737,0.703522440,-0.127133204
0.912965153,0.570083250,-0.098861228
0.918335942,0.816824210,-0.072764142
0.528671630,0.865180494,-0.395510002
0.249833883,0.364982674,-0.945027313
0.053736636,0.242910372,-0.536408521
0.527333835,0.189873792,-0.831168888
0.146676103,0.533744994,-0.905692012
0.326615327,0.744857403,-0.617700706
-0.741327016,0.617444504,0.275847141
-0.163483823,0.607349350,0.842609690
0.368570632,0.580350811,-0.676891593
0.442483546,0.518823742,-0.643124661
-0.070551163,0.299562734,0.816252864
-0.514611827,0.683583980,0.477758588
0.371851570,0.213753562,-0.962796821
0.896491092,0.660881733,-0.106603442
0.059310634,0.820704830,-0.788439465
-0.025611177,0.477388178,0.972409750
-0.459278640,0.176767353,0.921672549
0.402079100,0.823464310,-0.515980322
0.337817678,0.376692226,-0.863594059
0.143871973,0.559607725,-0.890451061
0.829475559,0.394413759,-0.238901255
-0.636912961,0.854316920,0.308818956
0.749984144,0.075369659,-0.599137306
-0.573374341,0.628106634,0.445235473
0.548805796,0.600290956,-0.483507136
-0.585980527,0.140583081,0.806879577
0.011348005,0.796579782,-0.705847751
-0.537572356,0.100624733,0.914889153
0.096985492,0.210308119,-0.671504508
-0.821894931,0.756868722,0.166367616
0.610330552,0.404435418,-0.526079121
-0.391254916,0.290493636,0.885809281
-0.264154291,0.572293185,0.780931944
0.052858148,0.364028230,-0.910056006
0.261099861,0.665221395,-0.721255661
0.110730001,0.394057220,-0.982438214
0.235415286,0.586388616,-0.796589556
-0.303384671,0.315008952,0.941495991
0.086922870,0.605601235,-0.901462335
0.210517034,0.389867728,-0.954318114
0.124970424,0.956623457,-0.668796959
-0.136753414,0.822433832,0.729513700
-0.795484987,0.852714558,0.175326097
0.839241696,0.276152175,-0.269109081
-0.927007310,0.484027909,0.091855416
-0.602846710,0.943333379,0.313997160
0.755627027,0.933024993,-0.195852353
0.197352350,0.514250745,-0.880454655
0.632163914,0.643208028,-0.379566768
-0.477740415,0.908228876,0.422388443
-0.114571045,0.757142855,0.784604680
0.001782118,0.202354869,-0.015706400
-0.387738991,0.569946123,0.664909502
-0.678296040,0.042913587,0.785218140
-0.125606674,0.746465342,0.782557856
0.216898820,0.334697593,-0.977817420
0.412757785,0.485443755,-0.698452263
0.949052569,0.759469753,-0.047947749
0.628199738,0.273975972,-0.602523342
-0.660639571,0.217345675,0.605393516
-0.128696568,0.511420172,0.932254500
-0.580242239,0.763148085,0.385386391
0.700019193,0.327044687,-0.455846363
0.015321974,0.588712126,-0.904965167
0.422518530,0.168624107,-0.959124965
-0.416344983,0.716863636,0.552959306
0.129565397,0.875949046,-0.705919775
-0.099069112,0.412216074,0.981954271
-0.367636287,0.247490218,0.942322355
0.286456036,0.278804842,-0.973338338
0.688323489,0.284409492,-0.503651181
0.329383299,0.564093093,-0.725882246
0.244071716,0.871691769,-0.620943096
-0.627021942,0.170826613,0.708682091
-0.718385779,0.101852680,0.629908928
0.065038945,0.185787283,-0.442528670
0.583619067,0.051253899,-0.915289433
-0.238246754,0.474811733,0.875588160
-0.538596229,0.364551846,0.647290533
-0.526696272,0.294918420,0.724292784
0.811055015,0.422144844,-0.254603945
-0.216856612,0.604503985,0.800092396
0.311869528,0.650659952,-0.685119444
-0.788957962,0.576988424,0.235696538
0.448254840,0.777834264,-0.496355501
0.168215079,0.152738675,-0.778453619
-0.790893385,0.333670472,0.318309075
0.812361738,0.474260477,-0.236571056
0.751400424,0.462094456,-0.316717915
0.484724402,0.486019545,-0.619810846
0.396534297,0.328148520,-0.846801213
0.740744001,0.279765585,-0.425777956
